,PassengerId,groupID,MemberID,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,cabin_sec,cabin_num,cabin_side
2564,2752_01,2752,01,Earth,0,G/444/P,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,Jarena Ballocks,False,G,444,P
2565,2752_02,2752,02,Earth,1,G/444/P,PSO J318.5-22,"<bound method Series.mode of 0       39.0
1       24.0
2       58.0
3       33.0
4       16.0
        ... 
8688    41.0
8689    18.0
8690    26.0
8691    32.0
8692    44.0
Name: Age, Length: 8693, dtype: object>",0,0.0,0.0,0.0,0.0,0.0,Ollip Ballocks,False,G,444,P
2566,2752_03,2752,03,Earth,0,E/165/P,TRAPPIST-1e,58.0,0,0.0,82.0,0.0,758.0,0.0,Thel Ballocks,True,E,165,P
2567,2753_01,2753,01,Earth,0,E/188/S,PSO J318.5-22,39.0,0,0.0,0.0,0.0,0.0,907.0,Wandy Summington,False,E,188,S
2568,2754_01,2754,01,Earth,0,E/166/P,TRAPPIST-1e,13.0,0,911.0,1.0,0.0,74.0,0.0,Heidie Santry,False,E,166,P
2569,2755_01,2755,01,Europa,1,B/85/P,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,Beneba Glousspidy,True,B,85,P
2570,2756_01,2756,01,Mars,0,F/572/P,55 Cancri e,23.0,0,253.0,0.0,0.0,888.0,0.0,Guink Corte,False,F,572,P
2571,2758_01,2758,01,Earth,1,G/446/P,PSO J318.5-22,24.0,0,"<bound method Series.mean of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: RoomService, Length: 8693, dtype: object>",0.0,0.0,0.0,0.0,Dennya Fielson,True,G,446,P
2572,2759_01,2759,01,Earth,0,E/167/P,TRAPPIST-1e,33.0,0,0.0,0.0,170.0,14.0,810.0,Iree Kimons,False,E,167,P
2573,2760_01,2760,01,Earth,0,G/438/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Matty Rigginsen,False,G,438,S
2574,2760_02,2760,02,Earth,1,G/438/S,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,,False,G,438,S
2575,2760_03,2760,03,Earth,1,G/438/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Chery Rigginsen,True,G,438,S
2576,2762_01,2762,01,Earth,0,G/439/S,TRAPPIST-1e,36.0,0,625.0,0.0,260.0,0.0,0.0,Bobina Leonzaley,False,G,439,S
2577,2762_02,2762,02,Earth,0,G/439/S,55 Cancri e,15.0,0,254.0,0.0,10.0,180.0,0.0,Paulah Leonzaley,False,G,439,S
2578,2763_01,2763,01,Earth,0,E/168/P,TRAPPIST-1e,31.0,0,91.0,756.0,0.0,0.0,12.0,Sony Reynoldez,True,E,168,P
2579,2764_01,2764,01,Earth,0,E/189/S,TRAPPIST-1e,42.0,0,0.0,0.0,213.0,166.0,1209.0,Racily Reyervaney,True,E,189,S
2580,2765_01,2765,01,Mars,0,F/532/S,TRAPPIST-1e,27.0,0,1502.0,1.0,0.0,0.0,0.0,Callix Curie,False,F,532,S
2581,2768_01,2768,01,Earth,0,F/533/S,TRAPPIST-1e,36.0,0,123.0,3.0,"<bound method Series.mean of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: ShoppingMall, Length: 8693, dtype: object>",7.0,0.0,Herina Cartz,True,F,533,S
2582,2768_02,2768,02,Earth,0,G/442/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Raceky Cartz,False,G,442,S
2583,2768_03,2768,03,Earth,1,G/442/S,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Doryn Cartz,False,G,442,S
2584,2769_01,2769,01,Earth,0,F/573/P,PSO J318.5-22,22.0,0,0.0,837.0,192.0,0.0,"<bound method Series.mean of 0          0.0
1         44.0
2         49.0
3        193.0
4          2.0
         ...  
8688      74.0
8689       0.0
8690       0.0
8691    3235.0
8692      12.0
Name: VRDeck, Length: 8693, dtype: object>",Lindy Fishopper,False,F,573,P
2585,2770_01,2770,01,Earth,0,G/443/S,TRAPPIST-1e,56.0,0,0.0,1721.0,0.0,96.0,0.0,Oraine Gainebergan,False,G,443,S
2586,2772_01,2772,01,Earth,0,G/444/S,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,757.0,0.0,Patoya Meyersones,False,G,444,S
2587,2773_01,2773,01,Mars,0,D/94/S,TRAPPIST-1e,25.0,0,314.0,2.0,648.0,92.0,0.0,Whark Teake,False,D,94,S
2588,2774_01,2774,01,Earth,0,F/575/P,TRAPPIST-1e,29.0,0,3.0,0.0,3.0,0.0,697.0,Coreen Bushins,False,F,575,P
2589,2774_02,2774,02,Earth,0,F/575/P,TRAPPIST-1e,17.0,0,0.0,1195.0,31.0,0.0,0.0,Crisey Mcbriddley,False,F,575,P
2590,2774_03,2774,03,Earth,0,F/575/P,TRAPPIST-1e,13.0,0,412.0,4.0,0.0,0.0,551.0,Aleroy Bushins,False,F,575,P
2591,2778_01,2778,01,Mars,0,D/82/P,TRAPPIST-1e,35.0,0,2301.0,0.0,414.0,"<bound method Series.mean of 0          0.0
1        549.0
2       6715.0
3       3329.0
4        565.0
         ...  
8688    1643.0
8689       0.0
8690       1.0
8691     353.0
8692       0.0
Name: Spa, Length: 8693, dtype: object>",0.0,Gorice Fisty,True,D,82,P
2592,2778_02,2778,02,Mars,1,F/576/P,55 Cancri e,53.0,0,"<bound method Series.mean of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: RoomService, Length: 8693, dtype: object>",0.0,0.0,0.0,0.0,Yogal Fisty,True,F,576,P
2593,2780_01,2780,01,Earth,0,F/578/P,TRAPPIST-1e,24.0,0,14.0,702.0,0.0,0.0,0.0,Eilace Chanan,False,F,578,P
2594,2781_01,2781,01,Earth,1,G/447/P,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,Marice Williotters,False,G,447,P
2595,2783_01,2783,01,Europa,1,D/83/P,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,Alteron Emetillove,True,D,83,P
2596,2783_02,2783,02,Europa,0,D/83/P,55 Cancri e,29.0,0,2.0,8.0,0.0,2864.0,155.0,Gatrin Emetillove,False,D,83,P
2597,2784_01,2784,01,Earth,0,G/448/P,TRAPPIST-1e,46.0,0,0.0,0.0,1661.0,52.0,8.0,Monard Walterson,True,G,448,P
2598,2785_01,2785,01,Europa,1,C/102/S,TRAPPIST-1e,58.0,0,"<bound method Series.mean of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: RoomService, Length: 8693, dtype: object>",0.0,0.0,0.0,0.0,Wasaleh Clindy,True,C,102,S
2599,2786_01,2786,01,Earth,0,E/190/S,PSO J318.5-22,53.0,0,0.0,1.0,0.0,195.0,493.0,Luise Franankson,True,E,190,S
2600,2787_01,2787,01,Earth,0,F/535/S,55 Cancri e,21.0,0,13.0,"<bound method Series.mean of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: FoodCourt, Length: 8693, dtype: object>",1098.0,64.0,1.0,Stelly Salez,False,F,535,S
2601,2788_01,2788,01,Earth,1,G/449/P,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,Harlos Ramoran,False,G,449,P
2602,2789_01,2789,01,Earth,1,G/450/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Idave Carverson,False,G,450,P
2603,2790_01,2790,01,Europa,1,B/86/P,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,Asch Simous,True,B,86,P
2604,2790_02,2790,02,Europa,0,B/86/P,55 Cancri e,41.0,0,0.0,320.0,4333.0,1313.0,51.0,Cheliak Simous,False,B,86,P
2605,2790_03,2790,03,Europa,0,B/86/P,TRAPPIST-1e,29.0,0,3.0,933.0,0.0,674.0,731.0,Izarino Simous,False,B,86,P
2606,2790_04,2790,04,Europa,0,B/86/P,55 Cancri e,54.0,0,0.0,37.0,0.0,4689.0,0.0,Tarrak Simous,False,B,86,P
2607,2790_05,2790,05,Europa,0,B/86/P,55 Cancri e,43.0,0,0.0,9923.0,660.0,10.0,266.0,Zaninon Simous,True,B,86,P
2608,2792_01,2792,01,Earth,1,G/446/S,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,Duana Figuez,True,G,446,S
2609,2793_01,2793,01,Earth,0,E/169/P,TRAPPIST-1e,48.0,0,784.0,87.0,0.0,0.0,1.0,Darrie Mcinton,True,E,169,P
2610,2795_01,2795,01,Europa,0,C/103/S,TRAPPIST-1e,34.0,0,10.0,5659.0,15.0,3.0,0.0,Genons Brantcable,True,C,103,S
2611,2795_02,2795,02,Europa,0,C/103/S,TRAPPIST-1e,42.0,0,0.0,802.0,0.0,2622.0,671.0,Bottom Brantcable,False,C,103,S
2612,2796_01,2796,01,Earth,0,F/536/S,55 Cancri e,17.0,0,0.0,0.0,0.0,863.0,0.0,,False,F,536,S
2613,2797_01,2797,01,Earth,0,F/580/P,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,1345.0,Violan Burchanez,False,F,580,P
2614,2798_01,2798,01,Europa,0,A/23/P,TRAPPIST-1e,37.0,0,6.0,437.0,"<bound method Series.mean of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: ShoppingMall, Length: 8693, dtype: object>",54.0,3030.0,Furudra Timleplet,False,A,23,P
2615,2798_02,2798,02,Europa,1,A/23/P,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,Menchah Timleplet,True,A,23,P
2616,2799_01,2799,01,Earth,0,G/447/S,TRAPPIST-1e,21.0,0,3.0,0.0,0.0,881.0,0.0,Idace Barrilloney,False,G,447,S
2617,2799_02,2799,02,Earth,1,G/447/S,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,Sony Barrilloney,True,G,447,S
2618,2801_01,2801,01,Europa,0,B/87/P,TRAPPIST-1e,27.0,0,1.0,767.0,0.0,13104.0,3657.0,Taurius Frogauded,False,B,87,P
2619,2802_01,2802,01,Earth,0,F/581/P,TRAPPIST-1e,23.0,0,18.0,2595.0,0.0,0.0,122.0,Evane Chavezalez,True,F,581,P
2620,2805_01,2805,01,Earth,0,F/582/P,TRAPPIST-1e,19.0,0,0.0,0.0,366.0,268.0,0.0,Allena Blacks,False,F,582,P
2621,2806_01,2806,01,Mars,0,D/95/S,TRAPPIST-1e,28.0,0,948.0,0.0,64.0,170.0,0.0,Boon Gene,False,D,95,S
2622,2807_01,2807,01,Earth,0,E/171/P,TRAPPIST-1e,33.0,0,0.0,0.0,154.0,22.0,820.0,Rancy Vincenton,False,E,171,P
2623,2807_02,2807,02,Earth,1,G/452/P,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,Craine Vincenton,False,G,452,P
2624,2807_03,2807,03,Earth,1,G/452/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Wenten Monrad,True,G,452,P
2625,2809_01,2809,01,Earth,1,G/453/P,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,Dianie Ellahan,True,G,453,P
2626,2810_01,2810,01,Earth,1,G/454/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Oraine Jorden,False,G,454,P
2627,2811_01,2811,01,Earth,0,F/537/S,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,871.0,Chery Charpelaney,False,F,537,S
2628,2812_01,2812,01,Mars,0,F/538/S,55 Cancri e,43.0,0,803.0,0.0,384.0,120.0,0.0,Hock Grean,True,F,538,S
2629,2813_01,2813,01,Earth,1,G/449/S,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,Therek Bryants,True,G,449,S
2630,2814_01,2814,01,Earth,1,G/455/P,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Fredy Smalloney,True,G,455,P
2631,2817_01,2817,01,Earth,0,F/584/P,TRAPPIST-1e,25.0,0,237.0,0.0,910.0,0.0,12.0,Sealfs Sutty,False,F,584,P
2632,2818_01,2818,01,Mars,0,F/585/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Krus Betie,True,F,585,P
2633,2818_02,2818,02,Mars,1,F/585/P,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,Corse Betie,True,F,585,P
2634,2818_03,2818,03,Mars,0,F/585/P,TRAPPIST-1e,24.0,0,165.0,0.0,981.0,2.0,0.0,Wifel Betie,True,F,585,P
2635,2819_01,2819,01,Earth,0,F/586/P,TRAPPIST-1e,38.0,0,77.0,169.0,0.0,0.0,470.0,Stal Ocherman,False,F,586,P
2636,2820_01,2820,01,Earth,1,G/457/P,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,Valex Lopelases,True,G,457,P
2637,2821_01,2821,01,Earth,1,G/458/P,55 Cancri e,57.0,0,0.0,0.0,0.0,0.0,0.0,Brance Shephendery,True,G,458,P
2638,2822_01,2822,01,Earth,1,G/450/S,55 Cancri e,3.0,0,0.0,0.0,"<bound method Series.mean of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: ShoppingMall, Length: 8693, dtype: object>",0.0,0.0,Patsya Harverez,True,G,450,S
2639,2822_02,2822,02,Earth,0,G/450/S,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,"<bound method Series.mean of 0          0.0
1         44.0
2         49.0
3        193.0
4          2.0
         ...  
8688      74.0
8689       0.0
8690       0.0
8691    3235.0
8692      12.0
Name: VRDeck, Length: 8693, dtype: object>",Salley Harverez,False,G,450,S
2640,2822_03,2822,03,Earth,1,G/450/S,55 Cancri e,3.0,0,0.0,"<bound method Series.mean of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: FoodCourt, Length: 8693, dtype: object>",0.0,0.0,0.0,Rayne Harverez,True,G,450,S
2641,2822_04,2822,04,Earth,1,G/450/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Annaha Harverez,True,G,450,S
2642,2822_05,2822,05,Earth,1,G/450/S,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,Melvia Harverez,False,G,450,S
2643,2823_01,2823,01,Mars,1,F/587/P,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Smark Parté,True,F,587,P
2644,2824_01,2824,01,Europa,1,C/104/S,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,Shain Rinicapead,True,C,104,S
2645,2825_01,2825,01,Mars,0,F/539/S,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,Popow Sake,True,F,539,S
2646,2826_01,2826,01,Europa,0,C/96/P,55 Cancri e,28.0,0,1581.0,213.0,0.0,18.0,3051.0,Teron Pabler,False,C,96,P
2647,2826_02,2826,02,Europa,0,C/96/P,TRAPPIST-1e,49.0,0,20.0,6807.0,174.0,3538.0,2473.0,Terops Pabler,False,C,96,P
2648,2831_01,2831,01,Europa,0,D/86/P,TRAPPIST-1e,23.0,0,0.0,824.0,0.0,495.0,1479.0,Weznif Fandomatty,True,D,86,P
2649,2831_02,2831,02,Europa,0,D/86/P,TRAPPIST-1e,19.0,0,0.0,1.0,0.0,2085.0,55.0,Naviton Impress,False,D,86,P
2650,2832_01,2832,01,Earth,0,E/173/P,TRAPPIST-1e,34.0,0,0.0,250.0,23.0,0.0,514.0,,False,E,173,P
2651,2834_01,2834,01,Europa,0,C/105/S,TRAPPIST-1e,40.0,1,0.0,11.0,0.0,2205.0,1295.0,Bosonan Coniple,True,C,105,S
2652,2835_01,2835,01,Europa,0,A/24/P,55 Cancri e,26.0,1,0.0,186.0,"<bound method Series.mean of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: ShoppingMall, Length: 8693, dtype: object>",548.0,5058.0,Sadirk Unaring,False,A,24,P
2653,2837_01,2837,01,Earth,0,F/588/P,PSO J318.5-22,23.0,0,0.0,0.0,"<bound method Series.mean of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: ShoppingMall, Length: 8693, dtype: object>",3.0,1919.0,Sergia Mcgoway,False,F,588,P
2654,2838_01,2838,01,Mars,0,E/174/P,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Whee Cure,False,E,174,P
2655,2839_01,2839,01,Europa,0,C/107/S,TRAPPIST-1e,51.0,0,1.0,3935.0,0.0,146.0,0.0,Achib Heedry,True,C,107,S
2656,2840_01,2840,01,Earth,0,F/540/S,55 Cancri e,44.0,0,672.0,0.0,0.0,0.0,20.0,Jacky Hortis,False,F,540,S
2657,2843_01,2843,01,Mars,0,E/175/P,TRAPPIST-1e,50.0,0,357.0,0.0,657.0,0.0,0.0,Apsps Terte,False,E,175,P
2658,2846_01,2846,01,Earth,1,G/452/S,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Margio Lardsonald,True,G,452,S
2659,2847_01,2847,01,Earth,1,G/464/P,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Thery Cardsay,True,G,464,P
2660,2852_01,2852,01,Earth,0,G/465/P,TRAPPIST-1e,21.0,0,33.0,126.0,0.0,461.0,0.0,Guadae Jeffey,False,G,465,P
2661,2853_01,2853,01,Earth,0,F/544/S,TRAPPIST-1e,20.0,0,56.0,757.0,111.0,0.0,0.0,Lonnez Browlerson,True,F,544,S
2662,2854_01,2854,01,Earth,0,F/591/P,55 Cancri e,14.0,0,0.0,"<bound method Series.mean of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: FoodCourt, Length: 8693, dtype: object>",14.0,692.0,809.0,Phia Buckentry,False,F,591,P
2663,2856_01,2856,01,Europa,0,C/108/S,55 Cancri e,38.0,0,0.0,896.0,0.0,"<bound method Series.mean of 0          0.0
1        549.0
2       6715.0
3       3329.0
4        565.0
         ...  
8688    1643.0
8689       0.0
8690       1.0
8691     353.0
8692       0.0
Name: Spa, Length: 8693, dtype: object>",4168.0,Duhra Fulous,False,C,108,S
2664,2857_01,2857,01,Earth,0,F/545/S,PSO J318.5-22,29.0,0,631.0,"<bound method Series.mean of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: FoodCourt, Length: 8693, dtype: object>",0.0,40.0,0.0,Hanry Larlowelley,False,F,545,S
2665,2858_01,2858,01,Europa,1,C/109/S,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Iononus Fictful,True,C,109,S
2666,2858_02,2858,02,Europa,1,C/109/S,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Mesatik Fictful,True,C,109,S
2667,2858_03,2858,03,Europa,1,C/109/S,TRAPPIST-1e,40.0,0,0.0,"<bound method Series.mean of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: FoodCourt, Length: 8693, dtype: object>",0.0,0.0,0.0,Dilath Fictful,True,C,109,S
2668,2859_01,2859,01,Europa,1,C/98/P,55 Cancri e,"<bound method Series.mode of 0       39.0
1       24.0
2       58.0
3       33.0
4       16.0
        ... 
8688    41.0
8689    18.0
8690    26.0
8691    32.0
8692    44.0
Name: Age, Length: 8693, dtype: object>",0,0.0,0.0,0.0,0.0,0.0,Navior Excialing,True,C,98,P
2669,2860_01,2860,01,Earth,0,F/546/S,PSO J318.5-22,18.0,0,154.0,22.0,77.0,1053.0,0.0,Ianna Antoshipson,True,F,546,S
2670,2861_01,2861,01,Earth,0,F/547/S,TRAPPIST-1e,17.0,0,5.0,756.0,0.0,0.0,0.0,Evaley Marson,True,F,547,S
2671,2862_01,2862,01,Mars,1,E/193/S,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Cowlat Gooki,True,E,193,S
2672,2863_01,2863,01,Earth,0,G/466/P,TRAPPIST-1e,27.0,0,0.0,2.0,49.0,0.0,801.0,Therek Thony,False,G,466,P
2673,2865_01,2865,01,Mars,0,D/88/P,TRAPPIST-1e,34.0,0,2904.0,23.0,7.0,0.0,81.0,Goos Corie,False,D,88,P
2674,2865_02,2865,02,Mars,0,D/88/P,TRAPPIST-1e,53.0,0,520.0,0.0,442.0,0.0,0.0,Hammet Corie,True,D,88,P
2675,2866_01,2866,01,Europa,1,C/110/S,TRAPPIST-1e,36.0,1,0.0,0.0,0.0,0.0,0.0,Hadirk Wheededly,True,C,110,S
2676,2867_01,2867,01,Mars,0,D/89/P,TRAPPIST-1e,41.0,0,71.0,0.0,1617.0,31.0,0.0,Smats Bane,False,D,89,P
2677,2867_02,2867,02,Mars,0,E/176/P,TRAPPIST-1e,51.0,0,819.0,4.0,92.0,38.0,0.0,Trisp Bane,False,E,176,P
2678,2869_01,2869,01,Earth,1,G/467/P,PSO J318.5-22,61.0,0,0.0,0.0,0.0,0.0,0.0,Anton Vantonson,True,G,467,P
2679,2870_01,2870,01,Earth,0,G/454/S,TRAPPIST-1e,59.0,0,0.0,0.0,1.0,920.0,1.0,Nancey Willynnedy,True,G,454,S
2680,2871_01,2871,01,Europa,1,B/88/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,"<bound method Series.mean of 0          0.0
1        549.0
2       6715.0
3       3329.0
4        565.0
         ...  
8688    1643.0
8689       0.0
8690       1.0
8691     353.0
8692       0.0
Name: Spa, Length: 8693, dtype: object>",0.0,Acruxon Unregul,True,B,88,P
2681,2871_02,2871,02,Europa,1,B/88/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Sarthim Unregul,True,B,88,P
2682,2872_01,2872,01,Earth,0,G/455/S,PSO J318.5-22,57.0,0,0.0,1431.0,0.0,30.0,337.0,Jonard Leblanchez,True,G,455,S
2683,2873_01,2873,01,Mars,0,E/194/S,55 Cancri e,39.0,0,2127.0,"<bound method Series.mean of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: FoodCourt, Length: 8693, dtype: object>",23.0,0.0,0.0,Alls Birte,False,E,194,S
2684,2875_01,2875,01,Europa,1,B/107/S,55 Cancri e,55.0,0,0.0,0.0,0.0,0.0,0.0,Zinonon Frolestty,True,B,107,S
2685,2876_01,2876,01,Earth,0,G/456/S,TRAPPIST-1e,42.0,0,173.0,656.0,0.0,0.0,23.0,Andyn Brenney,False,G,456,S
2686,2877_01,2877,01,Earth,0,F/592/P,TRAPPIST-1e,36.0,0,418.0,40.0,7.0,338.0,0.0,Berly Vinozarks,False,F,592,P
2687,2878_01,2878,01,Mars,0,F/593/P,TRAPPIST-1e,42.0,0,44.0,0.0,3648.0,0.0,9.0,Grey Ancy,True,F,593,P
2688,2880_01,2880,01,Earth,1,G/468/P,PSO J318.5-22,32.0,0,0.0,0.0,0.0,0.0,0.0,Lynnee Wooterston,False,G,468,P
2689,2881_01,2881,01,Earth,0,G/457/S,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,Walley Brightez,False,G,457,S
2690,2882_01,2882,01,Earth,1,G/458/S,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Clarry Dillips,False,G,458,S
2691,2883_01,2883,01,Earth,0,F/595/P,TRAPPIST-1e,28.0,0,0.0,93.0,1282.0,0.0,0.0,Brene Hanner,True,F,595,P
2692,2884_01,2884,01,Mars,0,D/90/P,TRAPPIST-1e,37.0,0,912.0,0.0,0.0,"<bound method Series.mean of 0          0.0
1        549.0
2       6715.0
3       3329.0
4        565.0
         ...  
8688    1643.0
8689       0.0
8690       1.0
8691     353.0
8692       0.0
Name: Spa, Length: 8693, dtype: object>",0.0,Coats Erle,False,D,90,P
2693,2887_01,2887,01,Earth,0,G/459/S,TRAPPIST-1e,44.0,0,0.0,0.0,744.0,62.0,3.0,Gabrie Reenez,False,G,459,S
2694,2888_01,2888,01,Mars,0,F/597/P,TRAPPIST-1e,71.0,1,901.0,0.0,1698.0,0.0,0.0,Kad Gele,False,F,597,P
2695,2890_01,2890,01,Europa,0,B/89/P,TRAPPIST-1e,44.0,0,0.0,351.0,0.0,3.0,3447.0,Jabbab Cattyried,False,B,89,P
2696,2890_02,2890,02,Europa,1,B/89/P,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Suhain Cattyried,True,B,89,P
2697,2891_01,2891,01,Earth,0,G/460/S,TRAPPIST-1e,18.0,0,4.0,904.0,0.0,0.0,1.0,Gleney Ortinericey,False,G,460,S
2698,2892_01,2892,01,Earth,0,G/469/P,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,Glena Coolerson,True,G,469,P
2699,2892_02,2892,02,Earth,1,G/469/P,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,Benry Gallenry,False,G,469,P
2700,2892_03,2892,03,Earth,1,G/469/P,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,True,G,469,P
2701,2892_04,2892,04,Earth,0,F/598/P,TRAPPIST-1e,29.0,0,0.0,1311.0,0.0,0.0,0.0,Kendre Coolerson,False,F,598,P
2702,2892_05,2892,05,Earth,0,G/469/P,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,Wilmay Coolerson,False,G,469,P
2703,2893_01,2893,01,Earth,0,G/470/P,55 Cancri e,27.0,0,688.0,307.0,779.0,0.0,19.0,Verek Beasleyes,False,G,470,P
2704,2894_01,2894,01,Earth,0,F/599/P,PSO J318.5-22,24.0,0,0.0,0.0,443.0,244.0,1.0,Idace Hersons,False,F,599,P
2705,2897_01,2897,01,Earth,0,G/461/S,TRAPPIST-1e,38.0,0,1.0,0.0,288.0,0.0,556.0,Guye Meadoney,True,G,461,S
2706,2899_01,2899,01,Mars,0,F/600/P,TRAPPIST-1e,28.0,0,523.0,0.0,0.0,970.0,0.0,Monch Buth,False,F,600,P
2707,2900_01,2900,01,Mars,1,,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Corse Snoff,True,,,
2708,2901_01,2901,01,Earth,0,F/601/P,TRAPPIST-1e,16.0,0,0.0,20.0,0.0,300.0,681.0,Jeanna Vandez,False,F,601,P
